date,circulation,n_1_1,n_1_2,n_1_3,n_1_4,n_2_1,n_2_2,n_2_3,n_2_4,prize
29.11.2018 10:00,669,5,8,19,20,4,6,8,15,667 030 043 
28.11.2018 22:00,668,7,12,15,20,1,10,11,13,664 068 367 
28.11.2018 10:00,667,2,6,18,19,1,2,5,16,662 059 574 
27.11.2018 22:00,666,11,12,14,15,5,9,15,19,658 244 043 
27.11.2018 10:00,665,5,8,13,16,7,8,19,20,656 305 495 
26.11.2018 22:00,664,3,9,12,14,3,8,9,15,652 883 822 
26.11.2018 10:00,663,1,2,9,13,1,5,11,16,651 335 314 
25.11.2018 22:00,662,4,5,6,19,9,12,13,19,648 065 056 
25.11.2018 10:00,661,2,7,13,18,1,10,14,18,646 155 115 
24.11.2018 22:00,660,5,12,16,19,5,10,16,19,642 191 336 
24.11.2018 10:00,659,1,10,16,18,3,7,18,19,640 026 518 
23.11.2018 22:00,658,8,14,19,20,5,9,12,20,636 432 547 
23.11.2018 10:00,657,4,5,9,11,5,11,16,18,634 207 955 
22.11.2018 22:00,656,3,4,10,18,5,12,13,15,629 817 792 
22.11.2018 10:00,655,3,9,12,14,3,5,15,17,627 909 231 
21.11.2018 22:00,654,2,5,11,19,2,6,7,10,623 203 353 
21.11.2018 10:00,653,4,8,13,20,1,11,14,20,621 000 354 
20.11.2018 22:00,652,2,4,9,17,11,13,14,17,617 134 462 
20.11.2018 10:00,651,2,10,13,17,7,8,11,18,615 436 171 
19.11.2018 22:00,650,2,6,7,8,2,11,17,18,611 674 728 
19.11.2018 10:00,649,3,6,9,10,11,15,19,20,609 678 160 
18.11.2018 22:00,648,5,12,15,20,3,5,11,12,606 008 139 
18.11.2018 10:00,647,1,4,5,20,4,10,18,19,603 980 748 
17.11.2018 22:00,646,3,11,15,17,9,15,17,19,600 690 378 
17.11.2018 10:00,645,2,5,17,20,1,2,4,12,598 491 821 
16.11.2018 22:00,644,2,6,10,17,9,12,17,19,595 159 564 
16.11.2018 10:00,643,9,11,12,19,1,4,6,7,593 051 330 
15.11.2018 22:00,642,5,10,12,16,3,11,12,14,589 096 498 
15.11.2018 10:00,641,6,8,13,19,4,6,10,14,587 363 581 
14.11.2018 22:00,640,1,6,12,20,5,8,13,17,584 060 724 
14.11.2018 10:00,639,3,13,15,19,5,9,15,18,582 328 102 
13.11.2018 22:00,638,1,2,17,18,5,7,13,18,578 445 596 
13.11.2018 10:00,637,8,9,10,18,3,4,12,19,576 406 111 
12.11.2018 22:00,636,12,13,15,16,1,12,18,20,572 590 150 
12.11.2018 10:00,635,3,11,13,17,12,13,16,19,570 727 084 
11.11.2018 22:00,634,5,8,14,18,1,3,12,16,567 190 105 
11.11.2018 10:00,633,5,7,19,20,7,15,19,20,565 251 549 
10.11.2018 22:00,632,1,8,9,20,1,9,10,11,561 230 768 
10.11.2018 10:00,631,7,12,18,19,3,6,12,20,559 028 126 
09.11.2018 22:00,630,10,13,19,20,6,8,16,17,554 527 793 
09.11.2018 10:00,629,3,12,17,19,2,4,8,13,552 695 418 
08.11.2018 22:00,628,7,13,16,18,2,11,18,20,549 201 273 
08.11.2018 10:00,627,7,9,12,19,3,4,6,14,547 384 722 
07.11.2018 22:00,626,1,10,16,20,2,5,16,17,542 973 484 
07.11.2018 10:00,625,2,5,17,18,3,8,9,18,540 823 444 
06.11.2018 22:00,624,1,2,4,18,2,6,18,20,536 828 447 
06.11.2018 10:00,623,1,5,8,14,5,13,17,19,535 192 875 
05.11.2018 22:00,622,1,6,7,13,3,4,6,9,532 315 308 
05.11.2018 10:00,621,9,10,13,17,6,7,10,17,530 367 486 
04.11.2018 22:00,620,1,6,7,17,2,3,14,17,526 742 829 
04.11.2018 10:00,619,1,6,12,17,11,13,14,15,524 618 978 
03.11.2018 22:00,618,7,9,11,20,3,9,11,20,521 251 511 
03.11.2018 10:00,617,2,3,15,18,7,16,18,19,519 231 198 
02.11.2018 22:00,616,7,11,16,17,5,8,11,18,515 464 905 
02.11.2018 10:00,615,2,4,19,20,1,3,12,20,512 962 630 
01.11.2018 22:00,614,10,12,15,19,3,9,10,17,508 374 560 
01.11.2018 10:00,613,1,4,17,20,2,3,5,13,505 811 164 
31.10.2018 22:00,612,3,4,11,20,8,9,12,18,502 134 812 
31.10.2018 10:00,611,3,17,18,19,7,9,12,20,500 301 826 
30.10.2018 22:00,610,5,6,10,14,10,11,17,19,497 110 520 
30.10.2018 10:00,609,13,16,17,18,9,10,15,20,494 974 997 
29.10.2018 22:00,608,5,7,8,15,8,13,14,20,491 249 638 
29.10.2018 10:00,607,9,11,12,16,4,8,14,15,489 830 678 
28.10.2018 22:00,606,1,8,9,17,3,4,6,9,486 381 883 
28.10.2018 10:00,605,1,3,6,7,3,4,15,16,484 394 050 
27.10.2018 22:00,604,3,4,6,20,3,11,12,13,480 456 975 
27.10.2018 10:00,603,8,9,13,16,5,11,19,20,478 693 590 
26.10.2018 22:00,602,3,7,11,15,14,16,17,19,475 117 820 
26.10.2018 10:00,601,1,4,9,15,13,17,18,20,472 820 698 
25.10.2018 22:00,600,9,14,18,20,1,17,18,19,468 376 754 
25.10.2018 10:00,599,2,3,11,15,4,6,7,14,466 074 677 
24.10.2018 22:00,598,3,10,14,16,3,8,9,15,461 688 148 
24.10.2018 10:00,597,4,8,9,12,1,3,10,17,459 458 236 
23.10.2018 22:00,596,8,12,17,18,2,4,8,17,456 081 120 
23.10.2018 10:00,595,7,9,11,16,5,8,13,16,453 911 771 
22.10.2018 22:00,594,5,9,12,16,1,2,9,20,449 671 269 
22.10.2018 10:00,593,1,11,15,17,1,6,9,19,447 452 193 
21.10.2018 22:00,592,1,7,19,20,4,7,10,15,443 590 520 
21.10.2018 10:00,591,1,2,3,4,6,9,13,20,441 548 174 
20.10.2018 22:00,590,13,14,19,20,7,8,17,20,437 465 850 
20.10.2018 10:00,589,3,6,8,12,2,7,9,16,435 103 294 
19.10.2018 22:00,588,1,6,11,16,7,13,18,20,430 215 136 
19.10.2018 10:00,587,1,4,7,9,8,15,18,20,427 656 447 
18.10.2018 22:00,586,4,7,11,13,6,8,17,19,423 849 740 
18.10.2018 10:00,585,6,9,16,18,4,11,13,16,421 661 786 
17.10.2018 22:00,584,12,16,19,20,3,9,11,19,416 681 714 
17.10.2018 10:00,583,1,8,19,20,8,15,19,20,414 189 454 
16.10.2018 22:00,582,11,13,16,20,1,3,10,12,410 390 511 
16.10.2018 10:00,581,2,4,8,13,8,12,18,19,408 310 119 
15.10.2018 22:00,580,4,8,9,10,1,3,14,15,403 654 493 
15.10.2018 10:00,579,1,2,4,6,8,9,14,19,402 320 040 
14.10.2018 22:00,578,6,7,8,15,8,11,13,18,399 230 488 
14.10.2018 10:00,577,10,13,18,19,2,10,14,15,397 058 515 
13.10.2018 22:00,576,4,9,10,16,7,9,10,11,393 614 010 
13.10.2018 10:00,575,10,11,14,20,2,5,7,19,391 575 666 
12.10.2018 22:00,574,9,13,16,18,5,8,14,18,387 699 879 
12.10.2018 10:00,573,1,8,9,13,12,13,19,20,385 238 334 
11.10.2018 22:00,572,5,14,17,20,3,4,6,14,381 403 643 
11.10.2018 10:00,571,1,4,12,16,4,8,11,19,378 688 664 
10.10.2018 22:00,570,4,8,13,20,2,6,12,20,374 287 753 
10.10.2018 10:00,569,6,11,14,17,1,2,13,17,372 028 134 
09.10.2018 22:00,568,1,2,11,13,9,11,16,18,367 726 323 
09.10.2018 10:00,567,4,6,7,13,3,11,13,18,366 000 861 
08.10.2018 22:00,566,8,10,13,17,11,12,16,17,362 079 737 
08.10.2018 10:00,565,1,4,15,18,1,2,10,12,359 892 781 
07.10.2018 22:00,564,6,7,11,19,5,7,12,13,356 437 554 
07.10.2018 10:00,563,2,3,15,19,2,8,10,16,354 495 298 
06.10.2018 22:00,562,8,16,17,18,6,12,13,15,350 684 418 
06.10.2018 10:00,561,5,7,11,15,1,2,3,10,348 507 895 
05.10.2018 22:00,560,9,10,17,20,5,14,17,19,344 302 490 
05.10.2018 10:00,559,5,6,8,11,1,2,6,9,342 020 960 
04.10.2018 22:00,558,1,8,11,14,2,5,9,19,337 851 889 
04.10.2018 10:00,557,7,8,9,18,4,11,18,19,335 536 743 
03.10.2018 22:00,556,4,10,14,19,3,12,13,17,332 050 530 
03.10.2018 10:00,555,7,9,10,14,2,9,14,18,330 306 131 
02.10.2018 22:00,554,7,8,11,20,1,4,6,14,327 280 199 
02.10.2018 10:00,553,1,3,19,20,5,8,9,16,325 525 147 
01.10.2018 22:00,552,2,5,12,16,2,7,15,17,321 695 154 
01.10.2018 10:00,551,2,3,9,11,7,9,13,17,320 135 808 
30.09.2018 22:00,550,2,6,8,15,1,7,15,16,317 291 790 
30.09.2018 10:00,549,8,9,16,17,2,7,11,16,315 260 753 
29.09.2018 22:00,548,6,8,10,14,9,10,11,19,312 136 768 
29.09.2018 10:00,547,8,11,15,17,1,8,9,10,309 909 675 
28.09.2018 22:00,546,5,13,15,16,1,2,16,18,306 352 773 
28.09.2018 10:00,545,1,16,17,20,8,11,13,20,304 127 086 
27.09.2018 22:00,544,6,13,14,20,5,12,14,20,300 944 047 
27.09.2018 10:00,543,1,2,3,17,1,9,18,19,298 914 538 
26.09.2018 22:00,542,12,14,18,19,3,14,15,20,295 061 906 
26.09.2018 10:00,541,11,12,16,18,1,7,10,19,293 236 427 
25.09.2018 22:00,540,5,6,12,13,2,14,17,18,290 492 300 
25.09.2018 10:00,539,1,3,10,16,6,9,16,19,288 658 726 
24.09.2018 22:00,538,3,4,6,18,3,9,12,13,286 027 540 
24.09.2018 10:00,537,9,16,18,19,4,9,13,20,284 625 753 
23.09.2018 22:00,536,6,9,12,16,1,11,12,17,281 703 076 
23.09.2018 10:00,535,1,5,18,19,1,6,11,18,280 071 025 
22.09.2018 22:00,534,4,13,14,15,5,6,12,16,277 016 974 
22.09.2018 10:00,533,1,2,12,20,1,7,12,16,275 063 850 
21.09.2018 22:00,532,1,14,19,20,2,10,14,20,271 999 309 
21.09.2018 10:00,531,8,17,18,19,2,4,7,10,270 067 037 
20.09.2018 22:00,530,2,3,13,15,1,11,12,20,266 463 002 
20.09.2018 10:00,529,9,17,18,20,4,5,12,15,264 441 661 
19.09.2018 22:00,528,3,5,6,15,1,5,14,17,260 759 907 
19.09.2018 10:00,527,4,6,9,14,2,10,13,15,259 022 722 
18.09.2018 22:00,526,7,9,13,14,1,7,9,18,256 487 035 
18.09.2018 10:00,525,2,4,5,11,7,9,13,15,254 729 212 
17.09.2018 22:00,524,3,5,12,15,2,9,17,20,252 207 269 
17.09.2018 10:00,523,1,7,8,9,9,10,13,19,250 666 875 
16.09.2018 22:00,522,7,10,11,19,2,15,16,20,248 723 288 
16.09.2018 10:00,521,6,12,15,18,4,7,12,18,247 406 803 
15.09.2018 22:00,520,2,10,11,18,4,9,17,18,245 280 462 
15.09.2018 10:00,519,6,7,16,17,2,8,11,17,243 743 452 
14.09.2018 22:00,518,6,10,15,16,6,10,13,14,240 630 270 
14.09.2018 10:00,517,8,14,17,19,5,6,12,15,239 732 352 
13.09.2018 22:00,516,4,8,12,16,5,12,15,16,237 298 925 
13.09.2018 10:00,515,10,12,13,20,9,13,15,19,235 724 932 
12.09.2018 22:00,514,1,3,13,20,1,6,14,18,233 233 288 
12.09.2018 10:00,513,3,7,9,17,5,10,12,14,231 879 817 
11.09.2018 22:00,512,7,10,13,20,4,6,19,20,229 790 458 
11.09.2018 10:00,511,2,9,11,19,1,5,6,18,228 382 275 
10.09.2018 22:00,510,5,9,18,19,2,12,16,20,225 890 453 
10.09.2018 10:00,509,3,8,9,17,13,14,15,17,224 858 319 
09.09.2018 22:00,508,2,3,4,20,3,8,17,20,222 642 288 
09.09.2018 10:00,507,7,15,17,19,4,9,11,12,221 476 277 
08.09.2018 22:00,506,10,12,18,19,5,6,10,20,219 042 585 
08.09.2018 10:00,505,6,13,15,20,11,12,16,20,217 555 061 
07.09.2018 22:00,504,1,7,12,15,3,8,19,20,215 213 323 
07.09.2018 10:00,503,3,9,14,16,3,12,18,19,213 708 027 
06.09.2018 22:00,502,3,8,13,15,7,10,15,17,211 453 147 
06.09.2018 10:00,501,1,12,14,15,3,4,9,20,209 898 020 
05.09.2018 22:00,500,8,9,16,19,5,9,13,18,207 109 959 
05.09.2018 10:00,499,2,3,9,18,7,12,18,20,205 745 420 
04.09.2018 22:00,498,9,12,13,17,6,7,8,13,203 311 178 
04.09.2018 10:00,497,4,11,17,18,7,10,12,18,202 219 492 
03.09.2018 22:00,496,1,5,14,17,1,6,11,18,199 843 396 
03.09.2018 10:00,495,6,11,14,20,7,13,15,18,198 869 176 
02.09.2018 22:00,494,4,7,13,14,11,14,17,19,196 985 633 
02.09.2018 10:00,493,6,10,12,18,7,13,18,20,195 781 680 
01.09.2018 22:00,492,2,7,10,17,1,4,16,20,193 833 889 
01.09.2018 10:00,491,1,11,12,18,4,8,15,16,192 497 673 
31.08.2018 22:00,490,3,7,13,17,8,10,12,13,190 466 552 
31.08.2018 10:00,489,12,13,15,18,5,8,18,19,189 129 594 
30.08.2018 22:00,488,8,10,16,17,8,14,18,20,186 692 798 
30.08.2018 10:00,487,4,7,18,20,7,11,12,20,185 405 963 
29.08.2018 22:00,486,4,9,11,16,2,7,14,16,183 437 661 
29.08.2018 10:00,485,4,15,17,20,3,5,6,16,182 199 133 
28.08.2018 22:00,484,7,11,19,20,7,10,19,20,180 371 543 
28.08.2018 10:00,483,5,7,15,18,7,16,17,19,179 379 691 
27.08.2018 22:00,482,2,9,16,17,1,3,13,15,177 597 641 
27.08.2018 10:00,481,7,10,17,18,2,5,12,15,176 448 297 
26.08.2018 22:00,480,7,12,15,16,1,6,14,18,174 487 425 
26.08.2018 10:00,479,1,5,7,10,7,10,12,20,173 409 631 
25.08.2018 22:00,478,3,5,10,19,5,6,8,18,171 223 205 
25.08.2018 10:00,477,1,13,14,17,2,9,14,19,169 976 955 
24.08.2018 22:00,476,3,5,7,15,3,5,11,12,167 599 086 
24.08.2018 10:00,475,1,3,5,19,3,7,11,19,166 369 379 
23.08.2018 22:00,474,11,12,14,19,3,16,18,20,163 939 600 
23.08.2018 10:00,473,3,8,12,14,1,8,9,10,162 864 500 
22.08.2018 22:00,472,3,12,14,17,3,10,14,18,160 777 247 
22.08.2018 10:00,471,5,6,10,11,4,6,10,19,159 622 515 
21.08.2018 22:00,470,1,10,11,14,1,2,5,12,157 361 816 
21.08.2018 10:00,469,4,7,10,19,6,8,16,19,156 381 712 
20.08.2018 22:00,468,1,6,15,19,6,9,11,12,154 164 193 
20.08.2018 10:00,467,4,6,10,18,5,12,17,18,153 157 970 
19.08.2018 22:00,466,4,5,6,8,6,13,16,19,151 322 394 
19.08.2018 10:00,465,3,4,5,10,7,14,15,16,150 315 055 
18.08.2018 22:00,464,2,8,15,16,8,15,18,19,148 132 650 
18.08.2018 10:00,463,4,12,16,17,1,2,6,12,146 855 226 
17.08.2018 22:00,462,6,12,14,17,1,5,13,15,144 341 399 
17.08.2018 10:00,461,1,2,4,16,1,15,19,20,142 947 708 
16.08.2018 22:00,460,2,9,14,19,3,14,15,18,140 696 436 
16.08.2018 10:00,459,5,13,14,16,2,4,8,16,139 427 202 
15.08.2018 22:00,458,6,7,8,10,1,2,10,11,137 535 999 
15.08.2018 10:00,457,4,5,6,12,6,10,11,20,136 419 206 
14.08.2018 22:00,456,1,13,17,19,5,12,18,19,134 294 728 
14.08.2018 10:00,455,3,6,7,13,3,11,13,16,133 420 731 
13.08.2018 22:00,454,9,10,14,16,3,5,6,19,131 340 938 
13.08.2018 10:00,453,2,6,11,17,6,10,15,17,130 467 026 
12.08.2018 22:00,452,5,6,12,14,4,5,6,16,128 717 723 
12.08.2018 10:00,451,1,8,13,20,2,13,15,20,127 922 407 
11.08.2018 22:00,450,4,7,19,20,9,13,14,17,126 263 838 
11.08.2018 10:00,449,2,11,14,19,7,9,12,20,125 160 826 
10.08.2018 22:00,448,13,15,17,18,3,10,15,19,122 909 457 
10.08.2018 10:00,447,1,3,8,19,8,11,14,20,121 786 960 
09.08.2018 22:00,446,4,12,14,16,2,5,6,7,119 637 808 
09.08.2018 10:00,445,2,5,17,20,8,14,16,19,118 367 681 
08.08.2018 22:00,444,1,4,6,7,8,9,16,18,116 020 158 
08.08.2018 10:00,443,10,14,18,20,8,14,16,18,114 911 356 
07.08.2018 22:00,442,7,8,12,14,12,13,14,16,112 967 409 
07.08.2018 10:00,441,7,15,18,19,4,9,13,17,111 875 921 
06.08.2018 22:00,440,4,6,13,16,1,9,15,18,109 852 580 
06.08.2018 10:00,439,5,13,16,18,1,3,4,18,108 850 889 
05.08.2018 22:00,438,1,4,14,20,9,11,14,16,107 188 045 
05.08.2018 10:00,437,2,15,18,20,3,7,14,17,106 289 102 
04.08.2018 22:00,436,9,10,18,20,5,6,8,17,104 401 432 
04.08.2018 10:00,435,7,8,10,12,2,5,17,19,103 280 278 
03.08.2018 22:00,434,3,8,11,13,2,5,12,16,101 514 958 
03.08.2018 10:00,433,6,8,14,18,1,15,16,20,100 321 813 
02.08.2018 22:00,432,2,5,12,14,8,11,13,14,98 296 386 
02.08.2018 10:00,431,9,11,12,18,2,9,13,15,97 137 660 
01.08.2018 22:00,430,7,9,17,19,9,11,15,20,95 139 624 
01.08.2018 10:00,429,6,9,15,18,2,9,12,19,94 331 599 
31.07.2018 22:00,428,2,4,9,12,2,9,10,19,92 666 860 
31.07.2018 10:00,427,2,9,13,17,4,7,11,19,91 816 764 
30.07.2018 22:00,426,7,13,17,18,7,9,13,20,90 552 030 
30.07.2018 10:00,425,5,8,9,17,2,12,16,19,89 770 575 
29.07.2018 22:00,424,9,15,18,19,1,3,8,9,88 456 454 
29.07.2018 10:00,423,3,8,12,20,1,5,11,14,87 744 929 
28.07.2018 22:00,422,1,10,11,12,1,8,13,18,86 230 671 
28.07.2018 10:00,421,2,3,10,17,3,9,11,17,85 362 861 
27.07.2018 22:00,420,5,6,14,17,5,11,18,20,83 513 883 
27.07.2018 10:00,419,4,9,16,17,4,16,18,19,82 603 941 
26.07.2018 22:00,418,2,4,5,17,2,3,4,6,81 204 721 
26.07.2018 10:00,417,1,8,16,19,5,7,13,20,80 399 089 
25.07.2018 22:00,416,1,5,6,12,6,9,10,19,78 917 409 
25.07.2018 10:00,415,5,11,16,20,2,5,9,16,78 085 781 
24.07.2018 22:00,414,8,10,14,17,9,14,17,18,76 803 331 
24.07.2018 10:00,413,7,14,18,20,5,8,11,15,76 003 051 
23.07.2018 22:00,412,2,12,17,20,1,3,12,13,74 699 755 
23.07.2018 10:00,411,3,5,15,16,3,7,15,16,73 930 199 
22.07.2018 22:00,410,1,12,16,18,7,15,17,19,72 623 396 
22.07.2018 10:00,409,6,10,15,20,2,12,13,14,71 887 053 
21.07.2018 22:00,408,5,7,9,19,1,6,10,12,70 273 996 
21.07.2018 10:00,407,10,12,19,20,2,6,13,18,69 337 289 
20.07.2018 22:00,406,2,12,13,15,4,7,8,15,67 934 939 
20.07.2018 10:00,405,3,5,8,12,3,12,19,20,67 054 267 
19.07.2018 22:00,404,2,4,7,12,1,8,13,20,65 368 391 
19.07.2018 10:00,403,1,4,14,19,4,6,12,16,64 466 226 
18.07.2018 22:00,402,4,7,9,20,4,14,18,19,62 773 420 
18.07.2018 10:00,401,3,6,13,14,3,11,13,14,61 923 127 
17.07.2018 22:00,400,8,11,14,19,5,9,12,20,60 287 477 
17.07.2018 10:00,399,6,11,12,16,4,5,7,19,59 494 287 
16.07.2018 22:00,398,3,5,10,17,4,8,10,20,57 873 868 
16.07.2018 10:00,397,2,3,4,7,1,5,10,15,57 241 556 
15.07.2018 22:00,396,2,5,8,13,4,8,11,19,55 917 798 
15.07.2018 10:00,395,7,9,15,19,1,7,12,17,55 210 430 
14.07.2018 22:00,394,1,2,5,10,2,9,13,19,53 864 044 
14.07.2018 10:00,393,13,14,15,19,8,17,19,20,52 927 193 
13.07.2018 22:00,392,2,12,13,17,2,3,4,14,51 277 772 
13.07.2018 10:00,391,3,5,14,15,3,11,13,19,50 340 617 
12.07.2018 22:00,390,14,15,17,19,1,10,12,13,48 891 837 
12.07.2018 10:00,389,2,5,8,16,2,6,8,18,48 009 025 
11.07.2018 22:00,388,11,13,14,19,6,7,8,9,46 569 405 
11.07.2018 10:00,387,2,16,17,19,7,11,17,18,45 784 165 
10.07.2018 22:00,386,4,6,9,13,4,9,12,14,44 203 272 
10.07.2018 10:00,385,1,7,9,14,5,6,16,17,43 446 968 
09.07.2018 22:00,384,1,10,14,20,3,11,12,13,42 208 434 
09.07.2018 10:00,383,1,3,4,11,5,6,9,14,41 588 912 
08.07.2018 22:00,382,6,8,9,19,2,6,14,16,50 000 000 
08.07.2018 10:00,381,14,15,16,20,7,16,19,20,50 000 000 
07.07.2018 22:00,380,5,12,18,20,1,6,12,15,50 000 000 
07.07.2018 10:00,379,2,8,13,15,7,14,15,20,50 000 000 
06.07.2018 22:00,378,4,5,15,20,4,5,7,19,50 000 000 
06.07.2018 10:00,377,6,9,11,14,3,14,16,17,50 000 000 
05.07.2018 22:00,376,1,2,14,19,6,7,17,19,50 000 000 
05.07.2018 10:00,375,1,7,9,20,4,5,6,18,50 000 000 
04.07.2018 22:00,374,10,13,15,16,1,13,16,17,50 000 000 
04.07.2018 10:00,373,3,9,10,14,3,11,14,18,50 000 000 
03.07.2018 22:00,372,1,9,11,18,4,9,14,18,50 000 000 
03.07.2018 10:00,371,5,11,12,15,11,13,16,20,50 000 000 
02.07.2018 22:00,370,3,5,6,11,3,5,8,19,50 000 000 
02.07.2018 10:00,369,1,4,8,17,8,10,13,19,50 000 000 
01.07.2018 22:00,368,2,5,7,20,1,6,8,16,50 000 000 
01.07.2018 10:00,367,1,11,16,20,7,8,10,18,50 000 000 
30.06.2018 22:00,366,1,2,6,11,5,9,15,18,50 000 000 
30.06.2018 10:00,365,6,9,11,16,5,10,16,18,50 000 000 
29.06.2018 22:00,364,5,9,13,15,7,13,14,15,50 000 000 
29.06.2018 10:00,363,5,11,13,16,4,11,12,16,50 000 000 
28.06.2018 22:00,362,8,11,15,19,2,3,8,13,50 000 000 
28.06.2018 10:00,361,1,8,14,18,10,13,14,16,50 000 000 
27.06.2018 22:00,360,2,3,12,13,5,7,8,14,50 000 000 
27.06.2018 10:00,359,1,2,5,19,1,2,4,13,50 000 000 
26.06.2018 22:00,358,1,12,14,16,2,5,8,18,50 000 000 
26.06.2018 10:00,357,8,13,15,17,1,5,10,17,50 000 000 
25.06.2018 22:00,356,3,5,8,13,4,9,13,15,50 000 000 
25.06.2018 10:00,355,4,15,16,17,5,6,16,20,50 000 000 
24.06.2018 22:00,354,2,3,12,19,6,8,9,15,50 000 000 
24.06.2018 10:00,353,11,14,15,20,2,4,8,10,50 000 000 
23.06.2018 22:00,352,3,5,9,20,7,9,10,19,50 000 000 
23.06.2018 10:00,351,2,5,16,20,1,5,13,20,50 000 000 
22.06.2018 22:00,350,1,3,12,13,10,12,13,14,50 000 000 
22.06.2018 10:00,349,2,3,5,10,6,9,14,20,50 000 000 
21.06.2018 22:00,348,2,8,9,20,6,12,17,20,10 000 000 
21.06.2018 10:00,347,1,9,16,20,2,8,13,16,170 161 629 
20.06.2018 22:00,346,1,9,10,19,11,14,17,18,165 690 438 
20.06.2018 10:00,345,11,14,17,18,7,10,16,18,164 493 854 
19.06.2018 22:00,344,2,5,6,9,1,11,12,14,161 791 341 
19.06.2018 10:00,343,1,16,17,20,4,7,8,14,160 288 095 
18.06.2018 22:00,342,2,3,16,20,9,10,11,13,157 649 452 
18.06.2018 10:00,341,1,3,7,11,5,8,14,15,156 547 050 
17.06.2018 22:00,340,7,11,13,14,10,13,14,20,154 260 421 
17.06.2018 10:00,339,2,5,7,15,3,5,14,20,153 204 951 
16.06.2018 22:00,338,1,11,13,16,2,4,6,9,150 477 543 
16.06.2018 10:00,337,8,11,14,18,3,4,6,18,148 992 943 
15.06.2018 22:00,336,1,3,8,17,5,8,9,16,145 964 800 
15.06.2018 10:00,335,1,4,8,17,5,10,11,17,144 406 339 
14.06.2018 22:00,334,1,9,17,18,6,8,18,20,141 275 405 
14.06.2018 10:00,333,2,6,9,14,8,9,13,18,139 900 973 
13.06.2018 22:00,332,2,5,15,17,7,9,13,16,137 843 279 
13.06.2018 10:00,331,5,11,12,14,6,11,12,16,136 628 456 
12.06.2018 22:00,330,1,8,14,15,1,6,19,20,134 907 453 
12.06.2018 10:00,329,10,13,19,20,2,11,13,14,133 717 437 
11.06.2018 22:00,328,3,6,8,11,2,4,10,16,132 005 849 
11.06.2018 10:00,327,4,11,15,20,2,8,15,17,130 866 947 
10.06.2018 22:00,326,1,5,6,10,1,5,7,11,129 208 343 
10.06.2018 10:00,325,3,4,18,20,8,9,13,16,128 025 288 
09.06.2018 22:00,324,5,7,13,19,4,7,18,19,125 965 706 
09.06.2018 10:00,323,6,7,13,15,6,10,14,20,124 661 090 
08.06.2018 22:00,322,2,10,12,14,2,7,14,17,122 618 229 
08.06.2018 10:00,321,1,7,12,17,2,10,17,20,121 297 855 
07.06.2018 22:00,320,5,6,17,20,6,13,17,18,118 845 001 
07.06.2018 10:00,319,3,12,18,20,9,11,12,20,117 734 473 
06.06.2018 22:00,318,3,5,14,19,8,12,14,19,115 202 532 
06.06.2018 10:00,317,5,8,17,18,3,16,19,20,113 997 758 
05.06.2018 22:00,316,4,9,12,14,6,11,18,20,111 761 408 
05.06.2018 10:00,315,2,3,7,14,1,3,14,16,110 570 772 
04.06.2018 22:00,314,2,6,9,18,1,2,12,14,108 755 570 
04.06.2018 10:00,313,2,3,11,13,1,4,13,17,107 665 501 
03.06.2018 22:00,312,1,3,4,5,2,6,9,10,105 789 875 
03.06.2018 10:00,311,9,11,13,15,6,13,14,19,104 798 134 
02.06.2018 22:00,310,1,5,9,19,4,11,15,17,102 627 662 
02.06.2018 10:00,309,1,4,6,17,1,4,11,18,101 408 506 
01.06.2018 22:00,308,2,11,16,17,1,8,16,19,98 994 995 
01.06.2018 10:00,307,5,6,10,11,3,10,13,15,97 840 779 
31.05.2018 22:00,306,3,4,5,9,5,6,15,19,95 967 602 
31.05.2018 10:00,305,5,7,12,16,5,17,18,20,94 974 301 
30.05.2018 22:00,304,5,10,11,19,3,8,12,19,93 287 735 
30.05.2018 10:00,303,3,7,8,18,9,13,14,16,92 248 009 
29.05.2018 22:00,302,3,11,13,14,5,8,16,17,90 392 941 
29.05.2018 10:00,301,2,4,6,17,1,8,15,19,89 457 465 
28.05.2018 22:00,300,9,11,14,16,6,7,14,20,87 728 644 
28.05.2018 10:00,299,1,3,8,13,4,7,10,11,86 881 056 
27.05.2018 22:00,298,6,7,10,20,2,11,12,16,84 998 661 
27.05.2018 10:00,297,10,12,19,20,2,8,13,18,84 206 372 
26.05.2018 22:00,296,1,7,8,14,9,10,15,20,82 195 794 
26.05.2018 10:00,295,6,13,17,20,13,18,19,20,81 096 567 
25.05.2018 22:00,294,1,2,11,12,6,12,17,19,79 294 949 
25.05.2018 10:00,293,7,8,17,19,3,9,18,19,78 234 373 
24.05.2018 22:00,292,2,11,13,15,11,15,18,19,76 152 108 
24.05.2018 10:00,291,2,6,7,17,1,4,12,15,75 054 681 
23.05.2018 22:00,290,2,3,15,17,10,12,13,19,72 906 835 
23.05.2018 10:00,289,1,3,18,20,3,12,14,16,71 808 232 
22.05.2018 22:00,288,3,7,11,16,1,6,11,20,70 113 345 
22.05.2018 10:00,287,1,2,5,18,3,6,12,19,69 263 475 
21.05.2018 22:00,286,2,3,5,12,1,11,17,18,67 682 214 
21.05.2018 10:00,285,3,13,14,20,9,12,16,20,66 704 223 
20.05.2018 22:00,284,8,13,14,16,1,9,12,15,65 321 503 
20.05.2018 10:00,283,3,5,9,12,6,7,8,11,64 463 835 
